"Year","Plot","Tag","Morphoname","Taxon","Identification.uncertain","X..cm.","Y..cm.","Tag.offset.x..cm.","Tag.offset.y..cm.","Died.this.census","Length..cm.","Height..cm.","X..Capitulescences","Is.seedling","Number.of.individuals.represented.by.tag","Length.per.individual..cm.","Height.per.individual..cm.","Notes"
2016,41,"1337","Lupinus argenteus","Lupinus argenteus",0,,,-10,-10,0,0,0,0,0,1,,,
2016,42,"1379","Lupinus argenteus","Lupinus argenteus",0,21,15,-10,-10,1,0,0,0,0,1,,,
2016,42,"1380","Lupinus argenteus","Lupinus argenteus",0,31,28,-10,-10,0,7,4.5,0,0,1,,,
2016,42,"1383","Lupinus argenteus","Lupinus argenteus",0,24,37,-10,-10,0,6.5,3,0,0,1,,,
2016,42,"1384","Lupinus argenteus","Lupinus argenteus",0,28,42,-10,-10,1,0,0,0,0,1,,,
2016,42,"1675","Lupinus argenteus","Lupinus argenteus",0,0,40,-10,-10,0,0.2,0.5,0,0,1,,,
2016,42,"863","Eriogonum umbellatum","Eriogonum umbellatum",0,0,40,0,-10,1,0,0,0,0,1,,,
2016,42,"864","Lupinus argenteus","Lupinus argenteus",0,12,48,-10,-10,0,8,6,0,0,1,,,
2016,42,"1404","Lupinus argenteus","Lupinus argenteus",0,140,41,-10,-10,0,0,0,0,0,1,,,
2016,42,"1407","Lupinus argenteus","Lupinus argenteus",0,102,9,-10,-10,0,1.5,1,0,0,1,,,"not happy"
2016,42,"1405","Lupinus argenteus","Lupinus argenteus",0,172,33,-10,-10,0,8,4.5,0,0,1,,,
2016,42,"1408","Lupinus argenteus","Lupinus argenteus",0,154,3,-10,-10,0,4,2.5,0,0,1,,,
2016,42,"2072","Lupinus argenteus","Lupinus argenteus",0,185,41,-10,-10,0,8.5,6,0,0,1,,,
2016,42,"1381","Lupinus argenteus","Lupinus argenteus",0,29,58,-10,-10,1,0,0,0,0,1,,,
2016,42,"1382","Lupinus argenteus","Lupinus argenteus",0,25,85,-10,-10,0,4,5,0,0,1,,,
2016,42,"1385","Lupinus argenteus","Lupinus argenteus",0,38,77,-10,-10,0,6,4,0,0,1,,,
2016,42,"1386","Lupinus argenteus","Lupinus argenteus",0,33,88,-10,-10,0,6,4,0,0,1,,,
2016,42,"1387","Lupinus argenteus","Lupinus argenteus",0,15,100,-10,-10,0,7,6,0,0,1,,,
2016,42,"1388","Lupinus argenteus","Lupinus argenteus",0,0,90,-10,-10,0,5,6,0,0,1,,,
2016,42,"865","Eriogonum umbellatum","Eriogonum umbellatum",0,0,70,0,-10,0,38,3,41,0,1,,,
2016,42,"866","Elymus lanceolatus","Elymus lanceolatus",0,10,55,-10,-10,0,16,22,4,0,1,,,
2016,42,"1403","Lupinus argenteus","Lupinus argenteus",0,142,68,-10,-10,0,7,5.5,0,0,1,,,
2016,42,"1406","Lupinus argenteus","Lupinus argenteus",0,123,85,-10,-10,1,0,0,0,0,1,,,
2016,42,"2070","Lupinus argenteus","Lupinus argenteus",0,135,90,-10,-10,0,12,6,0,0,1,,,
2016,42,"2071","Heterotheca villosa","Heterotheca villosa",1,136,90,-10,-10,0,0.6,0.4,0,1,1,,,"arnlat?"
2016,42,"1389","Lupinus argenteus","Lupinus argenteus",0,8,120,-10,-10,0,6,6,0,0,1,,,
2016,42,"1390","Lupinus argenteus","Lupinus argenteus",0,5,130,-10,-10,0,5.5,6,0,0,1,,,
2016,42,"1400","Lupinus argenteus","Lupinus argenteus",0,43,147,-10,-10,0,6,7,0,0,1,,,
2016,42,"1676","Lupinus argenteus","Lupinus argenteus",0,1,142,-10,-10,0,13,7,0,0,1,,,
2016,42,"1391","Lupinus argenteus","Lupinus argenteus",0,62,119,-10,-10,0,7,4,0,0,1,,,
2016,42,"1409","Lupinus argenteus","Lupinus argenteus",0,51,135,-10,-10,0,9,5,0,0,1,,,
2016,42,"1392","Eriogonum umbellatum","Eriogonum umbellatum",0,1,168,-10,-10,0,0.5,1,0,0,1,,,
2016,42,"1393","Lupinus argenteus","Lupinus argenteus",0,10,160,-10,-10,0,3,4,0,0,1,,,
2016,42,"1394","Lupinus argenteus","Lupinus argenteus",0,19,184,-10,-10,0,8,5,0,0,1,,,
2016,42,"1395","Lupinus argenteus","Lupinus argenteus",0,24,195,-10,-10,1,0,0,0,0,1,,,"died but grew"
2016,42,"1396","Lupinus argenteus","Lupinus argenteus",0,24,197,-10,-10,0,4.5,4,0,0,1,,,
2016,42,"1397","Lupinus argenteus","Lupinus argenteus",0,23,184,-10,-10,0,5,3,0,0,1,,,"alive"
2016,42,"1398","Lupinus argenteus","Lupinus argenteus",0,26,196,0,-5,1,0,0,0,0,1,,,
2016,42,"1410","Lupinus argenteus","Lupinus argenteus",0,42,197,-3,-5,0,5,4,0,0,1,,,
2016,42,"1677","Senecio crassulus","Senecio crassulus",0,14,198,-10,-10,0,2.5,4,0,0,1,,,
2016,42,"2064","Heterotheca villosa","Heterotheca villosa",0,0,165,-10,-10,0,3,2,0,0,1,,,
2016,42,"2065","Senecio crassulus","Senecio crassulus",0,12,197,-10,-10,0,0.5,0.7,0,1,1,,,
2016,42,"2066","VALCAP","Valeriana acutiloba",1,17,197,-10,-10,0,2,2.5,0,1,1,,,"maybe viopra. Very dark leaves in basal rosette. Almost certainly new species"
2016,42,"2068","Elymus lanceolatus","Elymus lanceolatus",0,20,190,-10,-10,0,0.5,2,0,1,1,,,
2016,42,"869","Lupinus argenteus","Lupinus argenteus",0,20,190,-5,-5,1,0,0,0,0,1,,,
2016,42,"870","Lupinus argenteus","Lupinus argenteus",0,15,200,-10,-10,1,0,0,0,0,1,,,
2016,42,"871","Lupinus argenteus","Lupinus argenteus",0,10,180,-10,-10,0,0,0,0,0,1,,,
2016,42,"872","Lupinus argenteus","Lupinus argenteus",0,0,165,0,-10,0,31,13,4,0,1,,,
2016,42,"1399","Lupinus argenteus","Lupinus argenteus",0,63,195,-10,-10,0,7,4,0,0,1,,,
2016,42,"1401","Lupinus argenteus","Lupinus argenteus",0,84,167,-10,-10,1,0,0,0,0,1,,,
2016,42,"1402","Lupinus argenteus","Lupinus argenteus",0,118,171,-10,-10,0,8,4,0,0,1,,,
2016,42,"2067","Eriogonum umbellatum","Eriogonum umbellatum",0,124,198,-10,-10,0,1,1,0,1,1,,,
2016,42,"2069","Lupinus argenteus","Lupinus argenteus",0,135,200,-10,-10,0,7,5,0,0,1,,,
2016,42,"867","Lupinus argenteus","Lupinus argenteus",0,135,175,-10,-10,0,28,9,1,0,1,,,
2016,42,"868","Lupinus argenteus","Lupinus argenteus",0,180,170,-10,-10,1,0,0,0,0,1,,,
2016,43,"2074","Eriogonum umbellatum","Eriogonum umbellatum",0,3,27,-10,-10,0,1,1,0,1,1,,,
2016,43,"2073","Lupinus argenteus","Lupinus argenteus",0,136,75,-10,-10,0,6,4.5,0,0,1,,,
2016,45,"873","Heterotheca villosa","Heterotheca villosa",0,1,2,0,-10,1,0,0,0,0,1,,,
2016,45,"874","Eriogonum umbellatum","Eriogonum umbellatum",0,75,50,-10,-10,0,29,3,36,0,1,,,
2016,45,"2075","Agoseris glauca","Agoseris glauca",0,78,58,-10,-10,0,9,7,0,0,1,,,
2016,45,"875","Heterotheca villosa","Heterotheca villosa",0,90,70,-10,-10,1,0,0,0,0,1,,,
2016,45,"2076","Lupinus argenteus","Lupinus argenteus",0,124,97,-10,-10,0,2,2.5,0,0,1,,,
2016,45,"876","Ivesia gordonii","Ivesia gordonii",0,35,120,-10,-10,0,13,5,36,0,1,,,
2016,46,"1440","Lupinus argenteus","Lupinus argenteus",0,10,5,-10,-10,0,3,3,0,0,1,,,
2016,46,"1441","Heterotheca villosa","Heterotheca villosa",0,20,18,-10,-10,0,3.5,2,0,0,1,,,
2016,46,"1442","Senecio crassulus","Senecio crassulus",0,29,17,-10,-10,0,1.5,2,0,0,1,,,
2016,46,"1443","Senecio crassulus","Senecio crassulus",0,33,14,-10,-10,0,1.5,2.5,0,0,1,,,
2016,46,"1444","Viola praemorsa","Viola praemorsa",0,35,13,-10,-10,0,1,1.2,0,0,1,,,"id confirmed"
2016,46,"1445","Eriogonum umbellatum","Eriogonum umbellatum",0,46,17,-10,-10,1,0,0,0,0,1,,,
2016,46,"1681","Senecio crassulus","Senecio crassulus",0,43,25,-10,-10,1,0,0,0,0,1,,,
2016,46,"1682","Heterotheca villosa","Heterotheca villosa",0,43,24,-10,-10,0,0.5,1,0,0,1,,,
2016,46,"1683","Heterotheca villosa","Heterotheca villosa",0,50,26,-10,-10,1,0,0,0,0,1,,,
2016,46,"1692","Heterotheca villosa","Heterotheca villosa",0,28,48,-10,-10,0,0.2,0.3,0,0,1,,,
2016,46,"1693","Agoseris glauca","Agoseris glauca",0,29,49,-10,-10,0,3,3,0,0,2,3,3,
2016,46,"1694","Eriogonum umbellatum","Eriogonum umbellatum",0,30,50,-10,-10,1,0,0,0,0,1,,,
2016,46,"2092","Viola praemorsa","Viola praemorsa",0,7,46,-10,-10,0,3,1,0,0,1,,,
2016,46,"2093","Lupinus argenteus","Lupinus argenteus",0,11,49,0,10,0,8,3,0,0,1,,,
2016,46,"2094","Lupinus argenteus","Lupinus argenteus",0,13,45,0,10,0,2,2,0,0,1,,,
2016,46,"2095","Senecio crassulus","Senecio crassulus",0,16,50,-10,-10,0,3,2,0,0,1,,,
2016,46,"2096","Agoseris glauca","Agoseris glauca",0,12,40,-10,-10,0,0.5,1.5,0,1,1,,,
2016,46,"2098","Senecio crassulus","Senecio crassulus",0,12,29,-10,-10,0,2,3,0,1,2,1,2,
2016,46,"2099","Senecio crassulus","Senecio crassulus",0,14,23,-10,-10,0,4,1,0,1,2,0.5,1,
2016,46,"2100","Eriogonum umbellatum","Eriogonum umbellatum",0,13,19,-10,-10,0,1,1,0,1,1,,,
2016,46,"2101","Senecio crassulus","Senecio crassulus",0,5,10,-10,-10,0,0.5,1,0,1,1,,,
2016,46,"2102","Eriogonum umbellatum","Eriogonum umbellatum",0,8,13,-10,-10,0,0.5,1,0,1,1,,,
2016,46,"2103","Carex siccata","Carex siccata",0,15,15,-10,-10,0,2,6,0,0,1,,,
2016,46,"2104","Heterotheca villosa","Heterotheca villosa",0,28,11,-10,-10,0,0.5,0.3,0,1,1,,,
2016,46,"2105","Heterotheca villosa","Heterotheca villosa",0,45,15,-10,-10,0,1,1.5,0,1,1,,,
2016,46,"2106","Senecio crassulus","Senecio crassulus",0,16,27,-10,-10,0,0.5,1.5,0,0,1,,,
2016,46,"877","Eriogonum umbellatum","Eriogonum umbellatum",0,5,18,0,-10,0,51,4,30,0,1,,,
2016,46,"878","Carex siccata","Carex siccata",0,18,12,0,-5,0,16,16,2,0,1,,,"3clumps"
2016,46,"879","Arenaria congesta","Arenaria congesta",0,22,13,-10,-10,0,9,4,0,0,1,,,
2016,46,"880","Heterotheca villosa","Heterotheca villosa",0,25,15,2,-6,1,0,0,0,0,1,,,
2016,46,"882","Heterotheca villosa","Heterotheca villosa",0,35,23,-3,-5,0,2,3.5,0,0,1,,,
2016,46,"883","Heterotheca villosa","Heterotheca villosa",0,36,5,10,0,0,10,3.5,2,0,1,,,
2016,46,"884","Lupinus argenteus","Lupinus argenteus",0,37,10,10,0,1,0,0,0,0,1,,,
2016,46,"885","Arenaria congesta","Arenaria congesta",0,40,12,10,0,0,3.5,1,0,0,1,,,
2016,46,"888","Eriogonum umbellatum","Eriogonum umbellatum",0,50,20,1,-5,0,0.3,0.5,0,0,1,,,
2016,46,"890","Lupinus argenteus","Lupinus argenteus",0,48,25,-5,-5,0,3.5,4,0,0,1,,,
2016,46,"891","Heterotheca villosa","Heterotheca villosa",0,43,32,-5,-5,1,0,0,0,0,1,,,
2016,46,"892","Carex siccata","Carex siccata",0,28,27,17,3,0,17,15,2,0,1,,,"6 clumps"
2016,46,"893","Heterotheca villosa","Heterotheca villosa",0,30,35,-10,-10,0,44,10,71,0,1,,,
2016,46,"894","Agoseris glauca","Agoseris glauca",0,33,42,-10,-10,0,9,3,3,0,1,,,
2016,46,"895","Carex siccata","Carex siccata",0,24,45,-10,-10,0,19,13,1,0,1,,,
2016,46,"1446","Agoseris glauca","Agoseris glauca",0,58,9,-10,-10,0,2,3,1,0,1,,,
2016,46,"1447","Senecio crassulus","Senecio crassulus",0,56,33,-10,-10,1,0,0,0,0,1,,,
2016,46,"1448","Senecio crassulus","Senecio crassulus",0,63,34,-10,-10,1,0,0,0,0,1,,,
2016,46,"1449","Senecio crassulus","Senecio crassulus",0,67,23,-10,-10,0,3,4,0,0,1,,,
2016,46,"1450","Heterotheca villosa","Heterotheca villosa",0,80,22,-10,-10,0,1,0.5,0,0,1,,,
2016,46,"1451","Lupinus argenteus","Lupinus argenteus",0,83,13,-10,-10,1,0,0,0,0,1,,,
2016,46,"1452","Arenaria congesta","Arenaria congesta",0,79,9,-10,-10,0,3,2.5,0,0,1,,,
2016,46,"1453","Senecio crassulus","Senecio crassulus",0,88,15,-10,-10,0,3,4,0,0,1,,,
2016,46,"1454","Senecio crassulus","Senecio crassulus",0,92,17,-10,-10,0,3,5,0,0,1,,,
2016,46,"1455","Eriogonum umbellatum","Eriogonum umbellatum",0,96,16,-10,-10,0,0.7,0.8,0,0,1,,,
2016,46,"1460","Senecio crassulus","Senecio crassulus",0,54,48,-10,-10,0,1.5,3.5,0,0,1,,,
2016,46,"1468","Lupinus argenteus","Lupinus argenteus",0,98,49,-10,-10,0,1,2,0,0,1,,,
2016,46,"1470","Lupinus argenteus","Lupinus argenteus",0,97,42,-10,-10,0,3,3.5,0,0,1,,,
2016,46,"1472","Heterotheca villosa","Heterotheca villosa",0,78,49,-10,-10,1,0,0,0,0,1,,,
2016,46,"1473","Arenaria congesta","Arenaria congesta",0,97,35,-10,-10,0,2.5,2.5,0,0,1,,,
2016,46,"1475","Eriogonum umbellatum","Eriogonum umbellatum",0,67,23,-10,-10,0,1,1,0,0,1,,,
2016,46,"1476","Eriogonum umbellatum","Eriogonum umbellatum",0,54,12.5,-10,-10,0,1,1,0,0,1,,,
2016,46,"1684","Ivesia gordonii","Ivesia gordonii",0,60,31,-10,-10,0,2,2,0,0,1,,,
2016,46,"1685","Senecio crassulus","Senecio crassulus",0,56,16,-5,-5,0,3,7,0,0,1,,,
2016,46,"1695","Ivesia gordonii","Ivesia gordonii",0,92,23,-10,-10,0,3,2,0,0,1,,,
2016,46,"1699","Chaenactis douglasii","Chaenactis douglasii",0,82,36,-10,-10,0,2,2,0,0,1,,,
2016,46,"1707","Lupinus argenteus","Lupinus argenteus",0,84,42,-10,-10,0,1,1,0,0,1,,,
2016,46,"2107","Senecio crassulus","Senecio crassulus",0,52,12,-10,-10,0,13,3,0,0,1,,,
2016,46,"2108","Agoseris glauca","Agoseris glauca",0,61,6,-10,-10,0,7,3,1,0,1,,,
2016,46,"2109","Arenaria congesta","Arenaria congesta",0,63,5,-10,-10,0,6,3,0,0,1,,,
2016,46,"2110","Senecio crassulus","Senecio crassulus",0,59,27,-10,-10,0,0.5,1.5,0,1,1,,,
2016,46,"2112","Penstemon whippleanus","Penstemon whippleanus",0,79,26,-10,-10,0,4,3,0,0,1,,,
2016,46,"2113","Agoseris glauca","Agoseris glauca",0,68,24,-10,-10,0,3,4,0,0,1,,,
2016,46,"2114","Arenaria congesta","Arenaria congesta",0,76,26,-10,-10,0,2,3,0,0,1,,,
2016,46,"2115","Phacelia hastata","Phacelia hastata",0,78,10,-10,-10,0,8,4,1,0,1,,,
2016,46,"2116","Viola praemorsa","Viola praemorsa",0,98,16,-10,-10,0,8,1,0,1,3,1,1,
2016,46,"2117","Ivesia gordonii","Ivesia gordonii",0,91,34,-10,-10,0,12,1,0,1,6,1,1,"mostly dead"
2016,46,"2139","Ivesia gordonii","Ivesia gordonii",0,97,25,-10,-10,0,6,2,0,1,3,1,2,
2016,46,"886","Senecio crassulus","Senecio crassulus",0,53,10,0,-5,0,2.5,3,0,0,1,,,
2016,46,"887","Eriogonum umbellatum","Eriogonum umbellatum",0,56,11,0,-5,1,0,0,0,0,1,,,
2016,46,"889","Heterotheca villosa","Heterotheca villosa",0,55,24,0,-5,1,0,0,0,0,1,,,
2016,46,"896","Lupinus argenteus","Lupinus argenteus",0,66,5,0,-10,0,26,7,1,0,1,,,
2016,46,"897","Eriogonum umbellatum","Eriogonum umbellatum",0,65,5,0,-10,0,1.2,0.5,0,0,1,,,
2016,46,"898","Eriogonum umbellatum","Eriogonum umbellatum",0,62,18,10,0,0,21,3,6,0,1,,,
2016,46,"899","Lupinus argenteus","Lupinus argenteus",0,62,30,-10,-10,1,0,0,0,0,1,,,
2016,46,"900","Lupinus argenteus","Lupinus argenteus",0,65,40,-10,-10,0,5,5,0,0,1,,,
2016,46,"904","Lupinus argenteus","Lupinus argenteus",0,75,40,-10,-10,0,29,10,7,0,1,,,
2016,46,"905","Lupinus argenteus","Lupinus argenteus",0,87,40,-10,-10,0,0,0,0,0,1,,,
2016,46,"906","Heterotheca villosa","Heterotheca villosa",0,86,35,-10,-10,0,2,3,0,0,1,,,
2016,46,"907","Lupinus argenteus","Lupinus argenteus",0,81,15,-10,-10,0,0,0,0,0,1,,,
2016,46,"908","Lupinus argenteus","Lupinus argenteus",0,82,13,-10,-10,0,0,0,0,0,1,,,
2016,46,"909","Lupinus argenteus","Lupinus argenteus",0,83,13,-10,-10,0,0,0,0,0,1,,,
2016,46,"910","Lupinus argenteus","Lupinus argenteus",0,92,1,0,5,1,0,0,0,0,1,,,
2016,46,"911","Lupinus argenteus","Lupinus argenteus",0,93,24,-10,-10,0,28,9,4,0,1,,,
2016,46,"912","Senecio crassulus","Senecio crassulus",0,95,27,-10,-10,0,3.5,7,0,0,1,,,
2016,46,"919","Heterotheca villosa","Heterotheca villosa",0,96,40,-5,-10,0,8,3.5,0,0,1,,,
2016,46,"1456","Viola praemorsa","Viola praemorsa",0,101,15,-10,-10,0,2.5,2.5,0,0,1,,,"mostly dead"
2016,46,"1457","Ivesia gordonii","Ivesia gordonii",0,108,14,-10,-10,0,3,1.5,0,0,1,,,
2016,46,"1458","Heterotheca villosa","Heterotheca villosa",0,111,10,-10,-10,1,0,0,0,0,1,,,
2016,46,"1459","Phacelia hastata","Phacelia hastata",0,104,35,-10,-10,0,1.2,2,0,0,1,,,
2016,46,"1463","Lupinus argenteus","Lupinus argenteus",0,120,16,-10,-10,0,2,2.5,0,0,1,,,
2016,46,"1464","Lupinus argenteus","Lupinus argenteus",0,117,22,-10,-10,0,3,4.5,0,0,1,,,
2016,46,"1465","Ivesia gordonii","Ivesia gordonii",0,118,26,-10,-10,0,18,4,0,0,13,3,3,
2016,46,"1466","Lupinus argenteus","Lupinus argenteus",0,109,30,-10,-10,0,2,3,0,0,1,,,
2016,46,"1469","Lupinus argenteus","Lupinus argenteus",0,102,49,-10,-10,1,0,0,0,0,1,,,
2016,46,"1471","Senecio crassulus","Senecio crassulus",0,128,40,-10,-10,0,2.5,3.5,0,0,1,,,"id confirmed"
2016,46,"1474","Lupinus argenteus","Lupinus argenteus",0,103,0,-10,-10,1,0,0,0,0,1,,,
2016,46,"1477","Phacelia hastata","Phacelia hastata",0,127,48,-10,-10,0,8,5,3,0,1,,,
2016,46,"1478","Ivesia gordonii","Ivesia gordonii",0,129,27,-10,-10,0,6,2,0,0,5,2,2,
2016,46,"1479","Arenaria congesta","Arenaria congesta",0,147,5,-10,-10,0,1.5,1,0,0,1,,,
2016,46,"1480","Ivesia gordonii","Ivesia gordonii",0,136,19,-10,-10,0,2.5,3,0,0,1,,,
2016,46,"1481","Senecio crassulus","Senecio crassulus",0,135,16,-10,-10,0,3,4,0,0,1,,,"misid.2015"
2016,46,"1487","Ivesia gordonii","Ivesia gordonii",0,148,33,-10,-10,0,3,4,0,0,1,,,
2016,46,"1488","Arenaria congesta","Arenaria congesta",0,150,34,-10,-10,0,3,3,0,0,1,,,
2016,46,"1489","Senecio crassulus","Senecio crassulus",0,142,45,-10,-10,0,2,4,0,0,1,,,"misid.2015"
2016,46,"1490","Senecio crassulus","Senecio crassulus",0,147,45,-10,-10,0,1.5,3,0,0,1,,,"misid.2015"
2016,46,"1696","Lupinus argenteus","Lupinus argenteus",0,105,21,-10,-10,0,3,3.5,0,0,1,,,
2016,46,"1697","Lupinus argenteus","Lupinus argenteus",0,130,7,-10,-10,0,2,2,0,0,1,,,
2016,46,"1698","Arenaria congesta","Arenaria congesta",0,129,1,-10,-10,0,2,2,0,0,1,,,
2016,46,"1706","Senecio crassulus","Senecio crassulus",0,101,43,-10,-10,0,2.5,4.5,0,0,1,,,
2016,46,"2118","Viola praemorsa","Viola praemorsa",0,109,25,-10,-10,0,0.8,1,0,1,1,,,
2016,46,"2119","Ivesia gordonii","Ivesia gordonii",0,139,9,-10,-10,0,0.3,0.5,0,1,1,,,
2016,46,"2120","Ivesia gordonii","Ivesia gordonii",0,141,9,-10,-10,0,0.2,0.2,0,1,1,,,
2016,46,"2121","Ivesia gordonii","Ivesia gordonii",0,126,3,-10,-10,0,0.3,0.5,0,1,1,,,
2016,46,"2135","Agoseris glauca","Agoseris glauca",0,145,26,-10,-10,0,3,6,0,0,1,,,
2016,46,"2136","Agoseris glauca","Agoseris glauca",0,146,24,-10,-10,0,4,8,0,0,1,,,
2016,46,"2137","Senecio crassulus","Senecio crassulus",0,148,24,-10,-10,0,6,6,0,0,1,,,
2016,46,"2138","Agoseris glauca","Agoseris glauca",0,147,29,-10,-10,0,4,6,0,0,1,,,
2016,46,"913","Viola praemorsa","Viola praemorsa",0,107,21,-10,-10,0,11,4,0,0,1,,,
2016,46,"915","Heterotheca villosa","Heterotheca villosa",0,108,40,-10,-10,0,9,4,0,0,1,,,
2016,46,"918","Ivesia gordonii","Ivesia gordonii",0,107,40,-10,-10,0,20,3,25,0,1,,,
2016,46,"920","Phacelia hastata","Phacelia hastata",0,117,36,-10,-10,0,3.5,4,0,0,1,,,
2016,46,"936","Eriogonum umbellatum","Eriogonum umbellatum",0,145,45,-20,-10,0,46,5,5,0,1,,,
2016,46,"937","Heterotheca villosa","Heterotheca villosa",0,138,35,-10,-10,0,11,4,2,0,1,,,
2016,46,"938","Lupinus argenteus","Lupinus argenteus",0,133,25,-10,-10,1,0,0,0,0,1,,,"died but grew"
2016,46,"939","Eriogonum umbellatum","Eriogonum umbellatum",0,138,15,-10,-10,0,2.5,1,0,0,1,,,
2016,46,"940","Lupinus argenteus","Lupinus argenteus",0,132,10,-10,-10,0,15,6,0,0,1,,,
2016,46,"941","Ivesia gordonii","Ivesia gordonii",0,150,25,-10,-10,0,18,8,31,0,1,,,
2016,46,"1482","Ivesia gordonii","Ivesia gordonii",0,153,13,-10,-10,0,2.5,2,0,0,1,,,
2016,46,"1483","Agoseris glauca","Agoseris glauca",0,152,10,-10,-10,0,3.5,5.5,0,0,1,,,"misid.2015"
2016,46,"1484","Arenaria congesta","Arenaria congesta",0,160,7,-10,-10,0,9,3,0,0,4,2,3,
2016,46,"1485","Ivesia gordonii","Ivesia gordonii",0,172,8,-10,-10,0,2.5,3,0,0,1,,,
2016,46,"1486","Lupinus argenteus","Lupinus argenteus",0,165,18,-10,-10,1,0,0,0,0,1,,,
2016,46,"1491","Eriogonum umbellatum","Eriogonum umbellatum",0,159,42,-10,-10,0,1.5,1.5,0,0,1,,,
2016,46,"1492","Eriogonum umbellatum","Eriogonum umbellatum",0,163,41,-10,-10,0,1,1,0,0,1,,,
2016,46,"1493","Ivesia gordonii","Ivesia gordonii",0,177,23,-10,-10,1,0,0,0,0,1,,,
2016,46,"1494","Ivesia gordonii","Ivesia gordonii",0,166,23,-10,-10,1,0,0,0,0,1,,,
2016,46,"1495","Eriogonum umbellatum","Eriogonum umbellatum",0,190,10,-10,-10,0,8,0.5,0,0,3,0.5,0.5,
2016,46,"1496","Lupinus argenteus","Lupinus argenteus",0,175,1,-10,-10,0,1.5,1,0,0,1,,,"sick"
2016,46,"1498","Ivesia gordonii","Ivesia gordonii",0,186,15,-10,-10,1,0,0,0,0,1,,,
2016,46,"1700","Heterotheca villosa","Heterotheca villosa",0,155,11,-5,-10,0,1,1,0,0,1,,,
2016,46,"1701","Agoseris glauca","Agoseris glauca",0,200,4,-10,-10,0,2,6,0,0,1,,,"misid.2015"
2016,46,"1702","Agoseris glauca","Agoseris glauca",0,198,14,-10,-10,0,4,6,0,0,1,,,
2016,46,"1703","Agoseris glauca","Agoseris glauca",0,192,33,-10,-10,0,5,2,0,0,1,,,
2016,46,"1704","Senecio crassulus","Senecio crassulus",0,174,19,-10,-10,0,2.5,5,0,0,1,,,
2016,46,"1705","Agoseris glauca","Agoseris glauca",0,152,37,-10,-10,0,5,7,1,0,1,,,
2016,46,"2122","Ivesia gordonii","Ivesia gordonii",0,166,8,-10,-10,0,2,0.5,0,1,2,0.5,0.5,
2016,46,"2123","Agoseris glauca","Agoseris glauca",0,154,40,-10,-10,0,0.5,0.3,0,1,1,,,
2016,46,"2124","Senecio crassulus","Senecio crassulus",0,161,45,-10,-10,0,0.5,1,0,1,1,,,
2016,46,"2125","Lupinus argenteus","Lupinus argenteus",0,176,40,-10,-10,0,12,5,0,0,1,,,
2016,46,"2126","Lupinus argenteus","Lupinus argenteus",0,180,48,-10,-10,0,8,5,0,0,1,,,
2016,46,"2127","Eriogonum umbellatum","Eriogonum umbellatum",0,172,9,-10,-10,0,6,0.5,0,0,1,,,
2016,46,"2128","Senecio crassulus","Senecio crassulus",0,170,10,-10,-10,0,0.5,1,0,0,1,,,
2016,46,"2129","Ivesia gordonii","Ivesia gordonii",0,158,16,0,10,0,1,1,0,0,1,,,
2016,46,"2130","Arenaria congesta","Arenaria congesta",0,169,1,-10,-10,0,2,2,0,0,1,,,
2016,46,"2131","Senecio crassulus","Senecio crassulus",0,188,5,10,0,0,1,1,0,1,1,,,
2016,46,"2132","Heterotheca villosa","Heterotheca villosa",0,188,16,-10,-10,0,4,3,0,0,1,,,
2016,46,"2133","Carex siccata","Carex siccata",0,190,40,-10,-10,0,19,20,0,0,1,,,
2016,46,"2134","Heterotheca villosa","Heterotheca villosa",0,189,15,-10,-10,0,1,1,0,0,1,,,
2016,46,"942","Elymus lanceolatus","Elymus lanceolatus",0,152,40,-10,-10,0,22,21,32,0,1,,,
2016,46,"943","Heterotheca villosa","Heterotheca villosa",0,155,50,-10,-10,0,36,6,36,0,1,,,
2016,46,"944","Eriogonum umbellatum","Eriogonum umbellatum",0,158,0,-5,0,0,3,1.5,0,0,1,,,
2016,46,"945","Heterotheca villosa","Heterotheca villosa",0,165,13,-10,-10,0,18,6,17,0,1,,,
2016,46,"946","Eriogonum umbellatum","Eriogonum umbellatum",0,160,11,-5,-2,0,4,3.5,0,0,1,,,
2016,46,"948","Carex siccata","Carex siccata",0,170,50,-10,-10,0,18,18,0,0,1,,,"4 clumps"
2016,46,"949","Heterotheca villosa","Heterotheca villosa",0,170,40,-10,-10,0,2,2,0,0,1,,,
2016,46,"950","Carex siccata","Carex siccata",0,172,45,0,-5,0,0,0,0,0,1,,,
2016,46,"951","Carex siccata","Carex siccata",0,178,32,-5,-10,0,21,17,2,0,1,,,"4 clumps"
2016,46,"952","Eriogonum umbellatum","Eriogonum umbellatum",0,173,26,-10,-10,0,4,1,0,0,3,1,1,
2016,46,"953","Carex siccata","Carex siccata",0,183,5,-10,-10,0,32,22,2,0,1,,,
2016,46,"954","Elymus lanceolatus","Elymus lanceolatus",0,190,5,-10,-10,0,11,13,2,0,1,,,
2016,46,"955","Carex siccata","Carex siccata",0,195,2,-10,-10,0,16,15,3,0,1,,,"probably 956"
2016,46,"956","Carex siccata","Carex siccata",0,188,17,-10,-10,0,6,17,0,0,1,,,"2 clumps, alive"
2016,46,"957","Elymus lanceolatus","Elymus lanceolatus",0,190,15,-10,-10,0,15,13,6,0,1,,,
